Year,  Month,  Day,  Hour,  Hour,Time,U10 [m/s],Hs [m]
2020,3,1,0,1,1-3-2020 00:00,7.4,1.832473933
2020,3,1,1,2,1-3-2020 01:00,12.4,1.594841347
2020,3,1,2,3,1-3-2020 02:00,18.4,1.612008803
2020,3,1,3,4,1-3-2020 03:00,13.2,1.252529154
2020,3,1,4,5,1-3-2020 04:00,12.8,1.187945508
2020,3,1,5,6,1-3-2020 05:00,6.4,1.058710362
2020,3,1,6,7,1-3-2020 06:00,8.8,1.452741212
2020,3,1,7,8,1-3-2020 07:00,14.4,1.438656943
2020,3,1,8,9,1-3-2020 08:00,13.8,1.323436089
2020,3,1,9,10,1-3-2020 09:00,14.6,1.259151432
2020,3,1,10,11,1-3-2020 10:00,16,1.324551465
2020,3,1,11,12,1-3-2020 11:00,14.6,1.29574254
2020,3,1,12,13,1-3-2020 12:00,15.4,1.320314733
2020,3,1,13,14,1-3-2020 13:00,12.2,1.327634651
2020,3,1,14,15,1-3-2020 14:00,11.4,1.285320351
2020,3,1,15,16,1-3-2020 15:00,9.4,1.029462497
2020,3,1,16,17,1-3-2020 16:00,12.4,1.173424419
2020,3,1,17,18,1-3-2020 17:00,11.8,1.102318159
2020,3,1,18,19,1-3-2020 18:00,8.8,1.06659645
2020,3,1,19,20,1-3-2020 19:00,7.6,0.920586137
2020,3,1,20,21,1-3-2020 20:00,7.6,0.861893202
2020,3,1,21,22,1-3-2020 21:00,10.2,0.908893777
2020,3,1,22,23,1-3-2020 22:00,13.2,0.7826676
2020,3,1,23,24,1-3-2020 23:00,13.8,0.998673039
2020,3,2,0,1,2-3-2020 00:00,13,1.034821968
2020,3,2,1,2,2-3-2020 01:00,15.6,0.885004381
2020,3,2,2,3,2-3-2020 02:00,17,0.872196644
2020,3,2,3,4,2-3-2020 03:00,15.6,0.960095035
2020,3,2,4,5,2-3-2020 04:00,12.4,0.853267065
2020,3,2,5,6,2-3-2020 05:00,7.8,0.797146279
2020,3,2,6,7,2-3-2020 06:00,9.2,0.668572725
2020,3,2,7,8,2-3-2020 07:00,11.8,0.523086173
2020,3,2,8,9,2-3-2020 08:00,10.4,0.588384422
2020,3,2,9,10,2-3-2020 09:00,12.6,0.782251985
2020,3,2,10,11,2-3-2020 10:00,14.2,0.7879879
2020,3,2,11,12,2-3-2020 11:00,16,0.97446769
2020,3,2,12,13,2-3-2020 12:00,13.6,1.026767359
2020,3,2,13,14,2-3-2020 13:00,15.6,1.108662653
2020,3,2,14,15,2-3-2020 14:00,15.4,1.092869273
2020,3,2,15,16,2-3-2020 15:00,15.6,1.007545152
2020,3,2,16,17,2-3-2020 16:00,13.8,1.130512142
2020,3,2,17,18,2-3-2020 17:00,15.8,1.193789568
2020,3,2,18,19,2-3-2020 18:00,14.2,1.188891245
2020,3,2,19,20,2-3-2020 19:00,14.6,1.152696668
2020,3,2,20,21,2-3-2020 20:00,14.4,1.167614287
2020,3,2,21,22,2-3-2020 21:00,15,1.120609472
2020,3,2,22,23,2-3-2020 22:00,12.8,1.069635106
2020,3,2,23,24,2-3-2020 23:00,11.8,0.837768432
2020,3,3,0,1,3-3-2020 00:00,10,0.796251028
2020,3,3,1,2,3-3-2020 01:00,8.4,0.668801737
2020,3,3,2,3,3-3-2020 02:00,9.4,0.648794951
2020,3,3,3,4,3-3-2020 03:00,12,0.544632432
2020,3,3,4,5,3-3-2020 04:00,11.2,0.479213315
2020,3,3,5,6,3-3-2020 05:00,11.4,0.414886248
2020,3,3,6,7,3-3-2020 06:00,11.2,0.406311002
2020,3,3,7,8,3-3-2020 07:00,11,0.315831981
2020,3,3,8,9,3-3-2020 08:00,10,0.21890456
2020,3,3,9,10,3-3-2020 09:00,9,0.345550593
2020,3,3,10,11,3-3-2020 10:00,7.4,0.212945994
2020,3,3,11,12,3-3-2020 11:00,8.2,0.173869676
2020,3,3,12,13,3-3-2020 12:00,7.6,0.472400193
2020,3,3,13,14,3-3-2020 13:00,10.2,0.409194864
2020,3,3,14,15,3-3-2020 14:00,9,0.619116627
2020,3,3,15,16,3-3-2020 15:00,10.2,1.016323965
2020,3,3,16,17,3-3-2020 16:00,11.2,0.934490165
2020,3,3,17,18,3-3-2020 17:00,13.4,0.856526252
2020,3,3,18,19,3-3-2020 18:00,16.4,0.88242799
2020,3,3,19,20,3-3-2020 19:00,19,1.103908523
2020,3,3,20,21,3-3-2020 20:00,13.4,1.066645221
2020,3,3,21,22,3-3-2020 21:00,14.8,1.001387261
2020,3,3,22,23,3-3-2020 22:00,15,0.923923783
2020,3,3,23,24,3-3-2020 23:00,14.2,0.907271605
2020,3,4,0,1,4-3-2020 00:00,8.8,0.885082027
2020,3,4,1,2,4-3-2020 01:00,4.4,0.935503757
2020,3,4,2,3,4-3-2020 02:00,6.4,0.904875456
2020,3,4,3,4,4-3-2020 03:00,10,1.143911494
2020,3,4,4,5,4-3-2020 04:00,13,1.051545239
2020,3,4,5,6,4-3-2020 05:00,13.8,0.653158911
2020,3,4,6,7,4-3-2020 06:00,13,0.973982098
2020,3,4,7,8,4-3-2020 07:00,12,0.874817565
2020,3,4,8,9,4-3-2020 08:00,13,1.236298953
2020,3,4,9,10,4-3-2020 09:00,12.4,1.038978178
2020,3,4,10,11,4-3-2020 10:00,12.2,0.841657403
2020,3,4,11,12,4-3-2020 11:00,14.4,0.960268915
2020,3,4,12,13,4-3-2020 12:00,14.6,0.967400109
2020,3,4,13,14,4-3-2020 13:00,12.8,1.01660652
2020,3,4,14,15,4-3-2020 14:00,11.8,1.06581293
2020,3,4,15,16,4-3-2020 15:00,10.4,1.11501934
2020,3,4,16,17,4-3-2020 16:00,8.8,1.164225751
2020,3,4,17,18,4-3-2020 17:00,9.8,1.213432161
2020,3,4,18,19,4-3-2020 18:00,10,1.262638571
2020,3,4,19,20,4-3-2020 19:00,10,1.311844982
2020,3,4,20,21,4-3-2020 20:00,9.4,1.361051392
2020,3,4,21,22,4-3-2020 21:00,7.6,1.453500345
2020,3,4,22,23,4-3-2020 22:00,6.6,1.250209342
2020,3,4,23,24,4-3-2020 23:00,4.6,1.196976659
2020,3,5,0,1,5-3-2020 00:00,2.8,1.045491251
2020,3,5,1,2,5-3-2020 01:00,2,0.894005844
2020,3,5,2,3,5-3-2020 02:00,2.6,0.742520437
2020,3,5,3,4,5-3-2020 03:00,4.8,0.530543922
2020,3,5,4,5,5-3-2020 04:00,6,0.478778615
2020,3,5,5,6,5-3-2020 05:00,6.8,0.610354779
2020,3,5,6,7,5-3-2020 06:00,7.4,0.787559562
2020,3,5,7,8,5-3-2020 07:00,7,0.831169479
2020,3,5,8,9,5-3-2020 08:00,5.8,0.808855604
2020,3,5,9,10,5-3-2020 09:00,7,0.818944877
2020,3,5,10,11,5-3-2020 10:00,5.8,0.78332071
2020,3,5,11,12,5-3-2020 11:00,6,0.975795114
2020,3,5,12,13,5-3-2020 12:00,6.6,1.280496245
2020,3,5,13,14,5-3-2020 13:00,6.6,1.376993207
2020,3,5,14,15,5-3-2020 14:00,7,1.455631435
2020,3,5,15,16,5-3-2020 15:00,7.4,1.868763623
2020,3,5,16,17,5-3-2020 16:00,6.6,1.912445636
2020,3,5,17,18,5-3-2020 17:00,8,2.013853644
2020,3,5,18,19,5-3-2020 18:00,8,2.101105285
2020,3,5,19,20,5-3-2020 19:00,9,2.203774983
2020,3,5,20,21,5-3-2020 20:00,8.8,1.750641944
2020,3,5,21,22,5-3-2020 21:00,9.8,1.444791509
2020,3,5,22,23,5-3-2020 22:00,7.2,1.690388331
2020,3,5,23,24,5-3-2020 23:00,7.6,1.785218327
2020,3,6,0,1,6-3-2020 00:00,7.4,1.880048321
2020,3,6,1,2,6-3-2020 01:00,8.6,2.219463135
2020,3,6,2,3,6-3-2020 02:00,8,2.558877948
2020,3,6,3,4,6-3-2020 03:00,8.6,2.425958104
2020,3,6,4,5,6-3-2020 04:00,8,2.293038259
2020,3,6,5,6,6-3-2020 05:00,6.6,2.160118415
2020,3,6,6,7,6-3-2020 06:00,5.6,1.779425423
2020,3,6,7,8,6-3-2020 07:00,6.2,1.746341597
2020,3,6,8,9,6-3-2020 08:00,6.8,1.539903793
2020,3,6,9,10,6-3-2020 09:00,6.4,1.395645003
2020,3,6,10,11,6-3-2020 10:00,6.2,1.379586561
2020,3,6,11,12,6-3-2020 11:00,6.2,1.326476866
2020,3,6,12,13,6-3-2020 12:00,6,1.283810565
2020,3,6,13,14,6-3-2020 13:00,6.4,1.310967631
2020,3,6,14,15,6-3-2020 14:00,6,1.12164851
2020,3,6,15,16,6-3-2020 15:00,7,1.351420144
2020,3,6,16,17,6-3-2020 16:00,6.6,1.078335461
2020,3,6,17,18,6-3-2020 17:00,6.2,1.124235503
2020,3,6,18,19,6-3-2020 18:00,5.6,1.180341445
2020,3,6,19,20,6-3-2020 19:00,5.2,1.136186563
2020,3,6,20,21,6-3-2020 20:00,6,1.194752269
2020,3,6,21,22,6-3-2020 21:00,6.4,1.127076955
2020,3,6,22,23,6-3-2020 22:00,8.8,1.064435674
2020,3,6,23,24,6-3-2020 23:00,9,1.054019847
2020,3,7,0,1,7-3-2020 00:00,8.6,1.038203406
2020,3,7,1,2,7-3-2020 01:00,10.2,0.974889666
2020,3,7,2,3,7-3-2020 02:00,10.2,0.879149718
2020,3,7,3,4,7-3-2020 03:00,11.8,0.839341833
2020,3,7,4,5,7-3-2020 04:00,9.6,0.76220915
2020,3,7,5,6,7-3-2020 05:00,8.4,0.815291279
2020,3,7,6,7,7-3-2020 06:00,8.2,0.738425778
2020,3,7,7,8,7-3-2020 07:00,6.6,0.677589032
2020,3,7,8,9,7-3-2020 08:00,5.8,0.627751247
2020,3,7,9,10,7-3-2020 09:00,5.6,0.597330753
2020,3,7,10,11,7-3-2020 10:00,6.8,0.666191419
2020,3,7,11,12,7-3-2020 11:00,6.4,0.708618105
2020,3,7,12,13,7-3-2020 12:00,6.6,0.679164553
2020,3,7,13,14,7-3-2020 13:00,7.2,0.617507178
2020,3,7,14,15,7-3-2020 14:00,7.2,0.833538062
2020,3,7,15,16,7-3-2020 15:00,7.8,0.820026325
2020,3,7,16,17,7-3-2020 16:00,7.8,0.77328869
2020,3,7,17,18,7-3-2020 17:00,8.4,0.857713724
2020,3,7,18,19,7-3-2020 18:00,8.6,0.895032159
2020,3,7,19,20,7-3-2020 19:00,11,0.889803041
2020,3,7,20,21,7-3-2020 20:00,10.6,0.94594291
2020,3,7,21,22,7-3-2020 21:00,12.8,0.933474452
2020,3,7,22,23,7-3-2020 22:00,11.2,0.725936115
2020,3,7,23,24,7-3-2020 23:00,12,0.605886914
2020,3,8,0,1,8-3-2020 00:00,10,0.537366204
2020,3,8,1,2,8-3-2020 01:00,8.8,0.363844027
2020,3,8,2,3,8-3-2020 02:00,9,0.405884785
2020,3,8,3,4,8-3-2020 03:00,10,0.547603233
2020,3,8,4,5,8-3-2020 04:00,10.4,0.794580491
2020,3,8,5,6,8-3-2020 05:00,9.8,0.584987403
2020,3,8,6,7,8-3-2020 06:00,9.8,0.88417315
2020,3,8,7,8,8-3-2020 07:00,10.2,1.016455435
2020,3,8,8,9,8-3-2020 08:00,10,1.149142733
2020,3,8,9,10,8-3-2020 09:00,10.4,1.242399592
2020,3,8,10,11,8-3-2020 10:00,9.2,1.294351501
2020,3,8,11,12,8-3-2020 11:00,10.4,1.225514868
2020,3,8,12,13,8-3-2020 12:00,11.6,1.156678234
2020,3,8,13,14,8-3-2020 13:00,12.8,1.0878416
2020,3,8,14,15,8-3-2020 14:00,13.6,1.340919497
2020,3,8,15,16,8-3-2020 15:00,13,1.281431379
2020,3,8,16,17,8-3-2020 16:00,13.4,1.187657122
2020,3,8,17,18,8-3-2020 17:00,14,1.247927699
2020,3,8,18,19,8-3-2020 18:00,13.2,1.226205439
2020,3,8,19,20,8-3-2020 19:00,12.2,1.271861626
2020,3,8,20,21,8-3-2020 20:00,13.6,1.154051658
2020,3,8,21,22,8-3-2020 21:00,11.4,1.075837528
2020,3,8,22,23,8-3-2020 22:00,12.8,1.063689263
2020,3,8,23,24,8-3-2020 23:00,12.4,0.956755269
2020,3,9,0,1,9-3-2020 00:00,13.2,0.857406587
2020,3,9,1,2,9-3-2020 01:00,13,0.899173469
2020,3,9,2,3,9-3-2020 02:00,12.4,0.718821884
2020,3,9,3,4,9-3-2020 03:00,14.6,0.708934057
2020,3,9,4,5,9-3-2020 04:00,13.4,0.681600991
2020,3,9,5,6,9-3-2020 05:00,14.6,0.206707524
2020,3,9,6,7,9-3-2020 06:00,13.8,0.284283388
2020,3,9,7,8,9-3-2020 07:00,13.2,0.117445661
2020,3,9,8,9,9-3-2020 08:00,12.6,0.292561766
2020,3,9,9,10,9-3-2020 09:00,13,0.066566718
2020,3,9,10,11,9-3-2020 10:00,11.4,0.071795836
2020,3,9,11,12,9-3-2020 11:00,11.8,0.064944546
2020,3,9,12,13,9-3-2020 12:00,11,0.114591487
2020,3,9,13,14,9-3-2020 13:00,10.4,0.151623657
2020,3,9,14,15,9-3-2020 14:00,9.4,0.57786257
2020,3,9,15,16,9-3-2020 15:00,8,0.7191548
2020,3,9,16,17,9-3-2020 16:00,5.2,0.79762975
2020,3,9,17,18,9-3-2020 17:00,4.4,0.947049804
2020,3,9,18,19,9-3-2020 18:00,4.4,0.872077897
2020,3,9,19,20,9-3-2020 19:00,5.4,1.017539003
2020,3,9,20,21,9-3-2020 20:00,6.8,1.111359911
2020,3,9,21,22,9-3-2020 21:00,6,0.989317454
2020,3,9,22,23,9-3-2020 22:00,4.6,0.930469723
2020,3,9,23,24,9-3-2020 23:00,3.6,0.866522224
2020,3,10,0,1,10-3-2020 00:00,1.8,0.918330306
2020,3,10,1,2,10-3-2020 01:00,0.6,0.780430487
2020,3,10,2,3,10-3-2020 02:00,1.6,0.748837365
2020,3,10,3,4,10-3-2020 03:00,1.8,0.877196751
2020,3,10,4,5,10-3-2020 04:00,4,0.832168228
2020,3,10,5,6,10-3-2020 05:00,4.8,0.85965821
2020,3,10,6,7,10-3-2020 06:00,3.4,0.937649689
2020,3,10,7,8,10-3-2020 07:00,3.8,1.041000062
2020,3,10,8,9,10-3-2020 08:00,2.6,0.914788729
2020,3,10,9,10,10-3-2020 09:00,3,0.900081037
2020,3,10,10,11,10-3-2020 10:00,3.2,0.932318787
2020,3,10,11,12,10-3-2020 11:00,1.8,1.094143685
2020,3,10,12,13,10-3-2020 12:00,3.8,1.125679554
2020,3,10,13,14,10-3-2020 13:00,5.4,1.194434196
2020,3,10,14,15,10-3-2020 14:00,5.6,1.172851888
2020,3,10,15,16,10-3-2020 15:00,4.4,1.285825027
2020,3,10,16,17,10-3-2020 16:00,4.2,1.384062908
2020,3,10,17,18,10-3-2020 17:00,3.8,1.523058652
2020,3,10,18,19,10-3-2020 18:00,3.4,1.598518271
2020,3,10,19,20,10-3-2020 19:00,4.6,1.550911236
2020,3,10,20,21,10-3-2020 20:00,5.8,1.613673384
2020,3,10,21,22,10-3-2020 21:00,5,1.555497848
2020,3,10,22,23,10-3-2020 22:00,4.2,1.566229628
2020,3,10,23,24,10-3-2020 23:00,3.4,1.455190373
2020,3,11,0,1,11-3-2020 00:00,3.2,1.403937147
2020,3,11,1,2,11-3-2020 01:00,2.4,1.472737396
2020,3,11,2,3,11-3-2020 02:00,0.8,1.616188281
2020,3,11,3,4,11-3-2020 03:00,0.4,1.51280398
2020,3,11,4,5,11-3-2020 04:00,0.4,1.454496975
2020,3,11,5,6,11-3-2020 05:00,3.2,1.419731604
2020,3,11,6,7,11-3-2020 06:00,5,1.09652075
2020,3,11,7,8,11-3-2020 07:00,6.4,0.694105498
2020,3,11,8,9,11-3-2020 08:00,5.2,0.462667162
2020,3,11,9,10,11-3-2020 09:00,6.2,0.448983665
2020,3,11,10,11,11-3-2020 10:00,5.8,0.377207331
2020,3,11,11,12,11-3-2020 11:00,5,0.137075001
2020,3,11,12,13,11-3-2020 12:00,4,0.530202524
2020,3,11,13,14,11-3-2020 13:00,4,0.923330047
2020,3,11,14,15,11-3-2020 14:00,1.6,1.046023493
2020,3,11,15,16,11-3-2020 15:00,2.2,1.075869335
2020,3,11,16,17,11-3-2020 16:00,5,1.023338533
2020,3,11,17,18,11-3-2020 17:00,8,1.047889521
2020,3,11,18,19,11-3-2020 18:00,6.6,1.078961004
2020,3,11,19,20,11-3-2020 19:00,8,1.11222507
2020,3,11,20,21,11-3-2020 20:00,7.8,1.126964569
2020,3,11,21,22,11-3-2020 21:00,7.4,1.325174887
2020,3,11,22,23,11-3-2020 22:00,9.6,1.233465984
2020,3,11,23,24,11-3-2020 23:00,10.2,0.999902921
2020,3,12,0,1,12-3-2020 00:00,6.4,0.993775963
2020,3,12,1,2,12-3-2020 01:00,9.2,0.959427082
2020,3,12,2,3,12-3-2020 02:00,9,1.105280478
2020,3,12,3,4,12-3-2020 03:00,11.4,0.977686587
2020,3,12,4,5,12-3-2020 04:00,13,0.922496695
2020,3,12,5,6,12-3-2020 05:00,9.4,0.882186255
2020,3,12,6,7,12-3-2020 06:00,8.4,1.108590557
2020,3,12,7,8,12-3-2020 07:00,10.4,1.109576583
2020,3,12,8,9,12-3-2020 08:00,10.8,1.005206256
2020,3,12,9,10,12-3-2020 09:00,12.2,1.223813531
2020,3,12,10,11,12-3-2020 10:00,11.8,0.722386421
2020,3,12,11,12,12-3-2020 11:00,11.6,0.582186241
2020,3,12,12,13,12-3-2020 12:00,7.8,0.445817779
2020,3,12,13,14,12-3-2020 13:00,8.2,0.672050322
2020,3,12,14,15,12-3-2020 14:00,7,0.695331139
2020,3,12,15,16,12-3-2020 15:00,6.4,0.66288346
2020,3,12,16,17,12-3-2020 16:00,5.4,0.506819924
2020,3,12,17,18,12-3-2020 17:00,4.4,0.424877979
2020,3,12,18,19,12-3-2020 18:00,4.2,0.307752929
2020,3,12,19,20,12-3-2020 19:00,4.2,0.462940705
2020,3,12,20,21,12-3-2020 20:00,5.2,0.651422233
2020,3,12,21,22,12-3-2020 21:00,5.2,0.80748577
2020,3,12,22,23,12-3-2020 22:00,4,1.012222945
2020,3,12,23,24,12-3-2020 23:00,4.8,0.994258186
2020,3,13,0,1,13-3-2020 00:00,4.4,1.230505971
2020,3,13,1,2,13-3-2020 01:00,4.2,1.179720143
2020,3,13,2,3,13-3-2020 02:00,2.8,1.087659238
2020,3,13,3,4,13-3-2020 03:00,2.4,1.126905195
2020,3,13,4,5,13-3-2020 04:00,1.8,1.105795756
2020,3,13,5,6,13-3-2020 05:00,5.2,1.137859626
2020,3,13,6,7,13-3-2020 06:00,6.6,1.378498752
2020,3,13,7,8,13-3-2020 07:00,7.2,1.497670071
2020,3,13,8,9,13-3-2020 08:00,7.8,1.251375609
2020,3,13,9,10,13-3-2020 09:00,7,1.310585943
2020,3,13,10,11,13-3-2020 10:00,6.4,1.364151543
2020,3,13,11,12,13-3-2020 11:00,6,1.311135149
2020,3,13,12,13,13-3-2020 12:00,7,1.514125044
2020,3,13,13,14,13-3-2020 13:00,8.4,1.443190543
2020,3,13,14,15,13-3-2020 14:00,7.4,1.563133719
2020,3,13,15,16,13-3-2020 15:00,8,1.591537629
2020,3,13,16,17,13-3-2020 16:00,10,1.669560916
2020,3,13,17,18,13-3-2020 17:00,10.2,1.681660411
2020,3,13,18,19,13-3-2020 18:00,9.6,1.479542036
2020,3,13,19,20,13-3-2020 19:00,8.8,1.400399132
2020,3,13,20,21,13-3-2020 20:00,8.6,1.298285003
2020,3,13,21,22,13-3-2020 21:00,8.6,1.440616272
2020,3,13,22,23,13-3-2020 22:00,8,1.342289331
2020,3,13,23,24,13-3-2020 23:00,7.2,1.519595897
2020,3,14,0,1,14-3-2020 00:00,5,1.385875085
2020,3,14,1,2,14-3-2020 01:00,4.8,1.634439305
2020,3,14,2,3,14-3-2020 02:00,4.6,1.81814974
2020,3,14,3,4,14-3-2020 03:00,4,1.903808896
2020,3,14,4,5,14-3-2020 04:00,2.8,1.839246456
2020,3,14,5,6,14-3-2020 05:00,3.4,1.689336569
2020,3,14,6,7,14-3-2020 06:00,2.4,1.814773925
2020,3,14,7,8,14-3-2020 07:00,2.8,1.68702736
2020,3,14,8,9,14-3-2020 08:00,1.8,1.682411063
2020,3,14,9,10,14-3-2020 09:00,5.4,1.638175601
2020,3,14,10,11,14-3-2020 10:00,6.4,1.584849617
2020,3,14,11,12,14-3-2020 11:00,7.4,1.711423553
2020,3,14,12,13,14-3-2020 12:00,8,1.818279089
2020,3,14,13,14,14-3-2020 13:00,11.2,1.758712513
2020,3,14,14,15,14-3-2020 14:00,12.6,1.814216237
2020,3,14,15,16,14-3-2020 15:00,11,1.879983115
2020,3,14,16,17,14-3-2020 16:00,11.2,1.852811205
2020,3,14,17,18,14-3-2020 17:00,12,1.829237761
2020,3,14,18,19,14-3-2020 18:00,11.8,1.527038804
2020,3,14,19,20,14-3-2020 19:00,12.6,1.263697754
2020,3,14,20,21,14-3-2020 20:00,9.2,1.252079611
2020,3,14,21,22,14-3-2020 21:00,8.2,1.128917536
2020,3,14,22,23,14-3-2020 22:00,7.6,1.217405422
2020,3,14,23,24,14-3-2020 23:00,5.2,1.248970978
2020,3,15,0,1,15-3-2020 00:00,4.2,1.386132547
2020,3,15,1,2,15-3-2020 01:00,4.6,1.369768711
2020,3,15,2,3,15-3-2020 02:00,3.8,1.252683949
2020,3,15,3,4,15-3-2020 03:00,3.4,1.262989512
2020,3,15,4,5,15-3-2020 04:00,4.2,1.134000342
2020,3,15,5,6,15-3-2020 05:00,4.4,1.123158296
2020,3,15,6,7,15-3-2020 06:00,4.8,1.057450793
2020,3,15,7,8,15-3-2020 07:00,3.2,0.737340089
2020,3,15,8,9,15-3-2020 08:00,5.2,1.33312459
2020,3,15,9,10,15-3-2020 09:00,4,1.562802923
2020,3,15,10,11,15-3-2020 10:00,6.4,1.496283273
2020,3,15,11,12,15-3-2020 11:00,6.2,1.712206012
2020,3,15,12,13,15-3-2020 12:00,4.4,1.788759803
2020,3,15,13,14,15-3-2020 13:00,5,1.884041725
2020,3,15,14,15,15-3-2020 14:00,4.6,1.871991003
2020,3,15,15,16,15-3-2020 15:00,8,2.031525775
2020,3,15,16,17,15-3-2020 16:00,5.6,2.299769388
2020,3,15,17,18,15-3-2020 17:00,3.8,2.113843045
2020,3,15,18,19,15-3-2020 18:00,5.6,2.047310673
2020,3,15,19,20,15-3-2020 19:00,6,2.015064441
2020,3,15,20,21,15-3-2020 20:00,7.4,1.93113136
2020,3,15,21,22,15-3-2020 21:00,9.4,1.985241925
2020,3,15,22,23,15-3-2020 22:00,10,1.833391793
2020,3,15,23,24,15-3-2020 23:00,11,1.613198396
2020,3,16,0,1,16-3-2020 00:00,11.6,1.421414604
2020,3,16,1,2,16-3-2020 01:00,12.2,1.061458512
2020,3,16,2,3,16-3-2020 02:00,6.8,0.97525439
2020,3,16,3,4,16-3-2020 03:00,11.4,0.889050268
2020,3,16,4,5,16-3-2020 04:00,11.4,0.747454808
2020,3,16,5,6,16-3-2020 05:00,10.4,0.592532093
2020,3,16,6,7,16-3-2020 06:00,9.4,0.449976052
2020,3,16,7,8,16-3-2020 07:00,8.6,0.387525616
2020,3,16,8,9,16-3-2020 08:00,10.6,0.314080459
2020,3,16,9,10,16-3-2020 09:00,11.6,0.631286097
2020,3,16,10,11,16-3-2020 10:00,9.8,0.810210594
2020,3,16,11,12,16-3-2020 11:00,8.8,0.991690278
2020,3,16,12,13,16-3-2020 12:00,9.8,0.940105212
2020,3,16,13,14,16-3-2020 13:00,7.8,1.044433129
2020,3,16,14,15,16-3-2020 14:00,6.4,1.158044534
